userID	movieID	rating
75	3	2.5
75	296	2.5
75	353	2.5
75	420	2.5
75	589	2.5
75	653	2.5
75	920	2.5
75	996	2.5
75	1127	2.5
75	1215	2.5
75	1233	2.5
75	1370	2.5
75	1374	2.5
75	1527	2.5
75	1917	2.5
75	2011	2.5
75	2054	2.5
75	2490	2.5
75	2571	2.5
75	2640	2.5
75	2688	2.5
75	2700	2.5
75	3793	2.5
75	3994	2.5
75	4993	2.5
75	5107	2.5
75	5952	2.5
75	6213	2.5
75	6333	2.5
75	7000	2.5
75	7007	2.5
75	7153	2.5
75	32587	2.5
75	33437	2.5
75	45722	2.5
78	17	2.5
78	29	2.5
78	32	2.5
78	110	2.5
78	111	2.5
78	150	2.5
78	162	2.5
78	198	2.5
78	223	2.5
78	235	2.5
78	272	2.5
78	296	2.5
78	305	2.5
78	314	2.5
78	318	2.5
78	327	2.5
78	357	2.5
78	468	2.5
78	480	2.5
78	515	2.5
78	527	2.5
78	541	2.5
78	589	2.5
78	590	2.5
78	608	2.5
78	720	2.5
78	728	2.5
78	741	2.5
78	750	2.5
78	760	2.5
78	800	2.5
78	858	2.5
78	904	2.5
78	908	2.5
78	909	2.5
78	920	2.5
78	924	2.5
78	969	2.5
78	1019	2.5
78	1041	2.5
78	1080	2.5
78	1085	2.5
78	1089	2.5
78	1090	2.5
78	1095	2.5
78	1097	2.5
78	1136	2.5
78	1150	2.5
78	1172	2.5
78	1175	2.5
78	1178	2.5
78	1186	2.5
78	1189	2.5
78	1196	2.5
78	1198	2.5
78	1200	2.5
78	1201	2.5
78	1202	2.5
78	1206	2.5
78	1210	2.5
78	1215	2.5
78	1217	2.5
78	1219	2.5
78	1225	2.5
78	1234	2.5
78	1238	2.5
78	1243	2.5
78	1244	2.5
78	1246	2.5
78	1253	2.5
78	1254	2.5
78	1259	2.5
78	1262	2.5
78	1265	2.5
78	1270	2.5
78	1272	2.5
78	1273	2.5
78	1274	2.5
78	1276	2.5
78	1278	2.5
78	1279	2.5
78	1285	2.5
78	1287	2.5
78	1288	2.5
78	1295	2.5
78	1296	2.5
78	1299	2.5
78	1300	2.5
78	1301	2.5
78	1306	2.5
78	1307	2.5
78	1343	2.5
78	1346	2.5
78	1358	2.5
78	1374	2.5
78	1387	2.5
78	1394	2.5
